Meme ID,Template Name,Original (English),Translation
35,generic indian guy,QUICK GIVE ME SOME <sep> CURRY!!!,GIB MIR SCHNELL <sep> CURRY!!!
274,jesus christ,liberals <sep> bigger losers than cnn's tv ratings,Liberale <sep> größere Verlierer als CNNs Einschaltquoten
199,arabic meme,Alalalalalalallaah <sep> Thats the sound after masoud nuts in sultans sweet ass,Alalalalalalallaah <sep> Das ist der Klang nach dem Masoud in Sultans süßem Arsch kommt 
254,arabic meme,Do I got something in my teeth <sep> ,Habe ich etwas zwischen den Zähnen? <sep> 
101,stern but honest chinese guy,I say i'm good at handball <sep> But when i tried out for the team i didn't make it,"Ich sage, ich bin gut im Handball <sep> Aber als ich mich für die Mannschaft bewarb, schaffte ich es nicht"
98,strict policeman,Now where did she touch you <sep> think carefully it could be the last thing you ever say,"Wo hat sie dich jetzt berührt? <sep> Überlege genau, es könnte das Letzte sein, was du jemals sagst."
234,jewish dude,simmons <sep> is a good brother to us and loyal to our agendas,Simmons <sep> ist ein guter Bruder für uns und treu zu unseren Agenden
229,confused muslim girl,When your engineering group is way smarter than you <sep> ,Wenn deine Ingenieurgruppe viel schlauer ist als du <sep> 
195,oppressive trans bro,When I Grow Up <sep> I want to be a drag queen,Wenn ich groß bin <sep> möchte ich eine Dragqueen sein
288,jesus christ,it looks like <sep> my presence is required here,"es sieht so aus, als ob <sep> hier meine Anwesenheit erforderlich ist"
273,transvestite trevor,I'm looking for Nikhil <sep> Can you find him please,Ich suche Nikhil <sep> Kannst du ihn bitte finden
28,black kid,OLD PIC OF JAY-Z <sep> <emp>,ALTES BILD VON JAY-Z <sep> <emp>
113,stern but honest chinese guy,You are good at the olympics <sep> but terrible at money management.,Du bist gut bei den Olympischen Spielen <sep> aber schrecklich im Geldmanagement.
134,american flag shotgun guy,ON THE SEVENTH DAY <sep> GOD CREATED THE RIFLE,AM SIEBTEN TAG <sep> SCHUF GOTT DAS GEWEHR
89,strict policeman,i hate black people <sep> thats why i got a job with a gun,ich hasse Schwarze <sep> deshalb habe ich einen Job mit einer Waffe
21,successful mexican,My name is emmanuel <sep> i mow your lawn $.50,Mein Name ist Emmanuel <sep> ich mähe Ihren Rasen $.50
140,condescending christian,fewer people coming to church. <sep> blames atheists.,weniger Leute kommen in die Kirche. <sep> gibt den Atheisten die Schuld.
243,angry muslim guy,Happy <sep> New year!!!,Fohes <sep> Neues Jahr!!!
14,sassy black woman,WHEN PEOPLE LEAVE THE DOOR OPEN <sep> OH NO YOU DIDNT !,"WENN LEUTE DIE TÜR OFFEN LASSEN <sep> OH NEIN, DAS HAST DU NICHT GETAN!"
110,good chinese student,what ever <sep> ,was auch immer <sep> 
102,mexicanotriste,Did manual labor today <sep> Reminded me of you.,Habe heute körperliche Arbeit gemacht <sep> Hat mich an dich erinnert.
230,arabic meme,"whats for dinner? goat? <sep> wait, where's my wife???","was gibt es zum Abendessen? Ziege? <sep> warte, wo ist meine Frau???"
128,germany pls,"speak a language considered good for swearing in <sep> everyone says ""fuck""","eine Sprache sprechen, die zum Fluchen geeignet ist <sep> jeder sagt ""fuck"""
280,muslim immigrant,muslim does not equal to terroism <sep> we need peace with muslims,Muslime sind nicht gleich Terroristen <sep> Wir brauchen Frieden mit den Muslimen
164,privilege denying feminist,women are an oppressed minority <sep> asians are not,Frauen sind eine unterdrückte Minderheit <sep> Asiaten nicht
297,feministfrequently,When you finally realize <sep> you need more t-shirts,Wenn du endlich merkst <sep> dass du mehr T-Shirts brauchst
106,jewish dude,not getting abused by reddit <sep> feels discriminated against,werde nicht von Reddit misshandelt <sep> fühle mich diskriminiert
248,scumbag catholic priest,Catholic church <sep> protecting pedo priests for 500 years,Katholische Kirche <sep> schützt seit 500 Jahren pädophile Priester
58,advicejew,yeah yeah merry chrismas <sep> now bring me my free shit,"ja, ja, frohe Weihnachten <sep> jetzt bring mir meinen kostenlosen Scheiß"
293,nia china,"athletic scholarship this, athletic scholarship that <sep> who's really getting paid here?","Sportstipendium hier, Sportstipendium da <sep> Wer wird hier wirklich bezahlt?"
99,condescending christian,"I respect your views <sep> ""want to come to my youth group?""",Ich respektiere deine Ansichten <sep> „Willst du zu meiner Jugendgruppe kommen?“
214,y u so arab,who's SHOCKED <sep> by the RACISM ??,wer ist SCHOCKIERT <sep> vom RASSISMUS ??
73,typical germany lover,hears friend mention germany <sep> bore friend to death with info about germany,"hört, wie ein Freund Deutschland erwähnt <sep> langweilt einen Freund zu Tode mit Infos über Deutschland"
66,troll asian,"dad told me to be a doctor, so i did <sep> in anthropology","Papa sagte mir, ich solle Arzt werden, also wurde ich <sep> in Anthropologie"
287,angry muslim guy,When you realize <sep> That was you car,Wenn du merkst <sep> dass es dein Auto war
57,stereotypical indian telemarketer,call help desk <sep> can't understand them,Beratungsstelle anrufen <sep> kann sie nicht verstehen
285,obese american,hates big government <sep> collects disability benefits,hasst den Staat <sep> bezieht Invalidenrente
92,mexicanotriste,"Uncle told me he misses you, adrian. <sep> come back to cuba.","Onkel hat mir gesagt, dass er dich vermisst, Adrian. <sep> Komm zurück nach Kuba."
197,scumbag police officer,"I know the lay better then you <sep> ""now bend over""",Ich kenne die Lage besser als du <sep> „Jetzt beuge dich vor“
3,skeptical black kid,So you're telling me <sep> that Macbeth actually trusted three random witches.,"Sie wollen mir also erzählen, <sep> dass Macbeth tatsächlich drei zufällig ausgewählten Hexen vertraut hat."
212,typical germany lover,KEEP CALM AND <sep> WATCH GERMANY WIN!!,"BEWAHREN SIE RUHE UND <sep> SEHEN SIE ZU, WIE DEUTSCHLAND SIEGT!!"
252,good chinese student,im lizzie <sep> it was my birthday and ill milk it for all its worrth,ich bin lizzie <sep> es war mein Geburtstag und ich werde das voll ausnutzen
174,germany pls,showed this blog to my non-german friends <sep> they don't get it,habe diesen Blog meinen nicht-deutschen Freunden gezeigt <sep> sie verstehen ihn nicht
282,policeman,Freeze! You're under arrest <sep> For producing non accessible material,Bleiben Sie stehen! Sie sind verhaftet <sep> Wegen der Produktion nicht zugänglichen Materials
188,indian father,If at first you don't succeed <sep> Don't come home,Wenn es beim ersten Mal nicht klappt <sep> Komm nicht nach Hause
202,oppressive trans bro,these fucking cunts <sep> are so hysterical,diese verdammten Fotzen <sep> sind so hysterisch
65,asian college freshman,Has a lockeroom <sep> needs no keys to open it,Verfügt über einen Umkleideraum <sep> braucht keinen Schlüssel zum Öffnen
48,privilege denying feminist,wants Everything Equal <sep> Except for when the military draft comes,will alles gleich <sep> Außer wenn die Wehrpflicht kommt
176,germany pls,Interviewer has weak handshake <sep> Not sure what to do,"Der Händedruck des Interviewers ist schwach <sep> Ich bin mir nicht sicher, was ich tun soll"
121,transvestite trevor,don't worry <sep> i can be nathan too,mach dir keine Sorgen <sep> ich kann auch Nathan sein
146,like a jew,Gets brilliant idea for a sequal <sep> someone loses schindler's list,Bekommt eine brillante Idee für eine Fortsetzung <sep> Jemand verliert Schindlers Liste
25,black kid,IT DONT MATTER <sep> IF YOUR BLACK OR WHITE!,ES IST EGAL <sep> OB SIE SCHWARZ ODER WEISS SIND!
152,muslim immigrant,but i said alvin is like my brother <sep> you must accept me,"aber ich sagte, Alvin ist wie mein Bruder <sep> du musst mich akzeptieren"
123,sassy black woman,BRING ME TO MCDONALDS <sep> BEFORE I BEAT YOU,BRING MICH ZU MCDONALDS <sep> BEVOR ICH DICH SCHLAGE
185,richarabclap,MANCHESTER CITY <sep> A LOCAL CLUB FOR LOCAL FANS,MANCHESTER CITY <sep> EIN LOKALER CLUB FÜR LOKALE FANS
215,white power problems,has difficulty finding work in retail <sep> blames reverse discrimination,"hat Schwierigkeiten, im Einzelhandel Arbeit zu finden <sep> gibt umgekehrter Diskriminierung die Schuld"
47,privilege denying feminist,quit leaving the toilet seat up <sep> women use it down so you must put it down,"Hören auf, den Toilettensitz hochgeklappt zu lassen <sep> Frauen benutzen ihn heruntergeklappt, also müssen du ihn herunterklappen"
231,y u so arab,women <sep> why do you not stop trying to drive?!,"Frauen <sep> warum hört ihr nicht auf, Auto zu fahren?!"
193,privilege denying feminist,A man had some sort of emotion? <sep> time to belittle it and declare it misogynist,"Ein Mann hatte irgendwelche Emotionen? <sep> Zeit, sie herabzuwürdigen und als frauenfeindlich zu erklären"
245,oppressive trans bro,I got raped and got pregnant <sep> but i identify as male so its allright... also charmingly excentric,"Ich wurde vergewaltigt und schwanger <sep> aber ich identifiziere mich als männlich, also ist es in Ordnung ... auch charmant exzentrisch"
79,stern but honest chinese guy,COMMUNISM <sep> UNABLE TO ACHIEVE DREAMS - BEING BORN IN THE WRONG FAMILY,"KOMMUNISMUS <sep> UNFÄHIG, TRÄUME ZU VERWIRKLICHEN - IN DER FALSCHEN FAMILIE GEBOREN ZU WERDEN"
292,nia china,I am the king of china <sep> Inventer of vagina,Ich bin der König von China <sep> Erfinder der Vagina
109,feministfrequently,"If you can't outargue a Man <sep> Just scream about ""Privilege.""",Wenn Sie einem Mann mit Argumenten nicht überlegen sind <sep> Schreien Sie einfach etwas von „Privilegien“.
86,privilege denying tranny,HAS to put up with unfunny memes <sep> ridiculing her gender identity,MUSS sich mit unlustigen Memes abfinden <sep> die ihre Geschlechtsidentität lächerlich machen
181,scumbag police officer,DON'T TEXT AND DRIVE <sep> HAS LAPTOP INSTALLED IN CAR,KEINE SMS WÄHREND DER FAHRT <sep> IM AUTO IST EIN LAPTOP INSTALLIERT
77,like a jew,I'll give you a hint <sep> The matzah is in my pants,Ich gebe dir einen Hinweis <sep> Die Matze ist in meiner Hose
8,american pride eagle,I find lack of energy in this mail group <sep> very disturbing,Ich finde den Mangel an Energie in dieser Mailgruppe <sep> sehr störend
68,asian college freshman,My sister took 4 years to graduate high school <sep> i will not shame the family like her,"Meine Schwester brauchte 4 Jahre, um die High School abzuschließen <sep> ich werde die Familie nicht wie sie beschämen"
96,feminist cunt,"i hate men! <sep> GOD, i NEED A GUY'S COCK RIGHT NOW...","ich hasse Männer! <sep> GOTT, ICH BRAUCHE JETZT SOFORT DEN SCHWANZ EINES TYPEN ..."
242,scumbag catholic priest, <sep> it's not inappropriate when I touch you there," <sep> Es ist nicht unangemessen, wenn ich dich dort berühre"
50,feminist cunt,Equality for women!!! <sep> laughs at other feminists who think that men deserve the same,"Gleichberechtigung für Frauen!!! <sep> lacht über andere Feministinnen, die meinen, Männer hätten das Gleiche verdient"
171,germany pls,winter too cold <sep> summer too hot,Winter zu kalt <sep> Sommer zu heiß
88,nice white girl,why are black girls <sep> so loud?,warum sind schwarze Mädchen <sep> so laut?
100,mexicanotriste,WHY DO I HAVE A .. <sep> BABY DICK,WARUM HABE ICH EINEN .. <sep> BABYSCHWANZ
165,jewish dude,i eat bacon <sep> when no one's looking,ich esse Speck <sep> wenn niemand zusieht
9,american pride eagle,"Support Our Troops, Motherfucker! <sep> Or we'll lock your ass up for tax evasion!!!","Unterstütze unsere Truppen, Arschloch! <sep> Oder wir sperren dich wegen Steuerhinterziehung ein!!!"
83,nice white girl,why can't i <sep> use the n word?,warum darf ich <sep> das N-Wort nicht benutzen?
210,oppressive trans bro,Don't like what you see? <sep> Don't bend over in front of me,"Gefällt dir nicht, was du siehst? <sep> Bück dich nicht vor mir"
149,condescending christian,gets molested by church members <sep> still loves to go to church,wird von Kirchenmitgliedern belästigt <sep> geht immer noch gerne in die Kirche
220,confused muslim girl,When Crosby gets shot and you're not even invited <sep> ,Wenn Crosby erschossen wird und du nicht einmal eingeladen bist <sep> 
198,oppressive trans bro,Won't get gender legally changed <sep> because he doesn't want to go to a men's prison,Will sein Geschlecht nicht ändern lassen <sep> weil er nicht in ein Männergefängnis will
4,skeptical black kid,so you felt depressed <sep> because you were too fat?,also du hast dich deprimiert gefühlt <sep> weil du zu dick warst?
253,mexicans on a truck,we have to get across the border <sep> in time for the 2016 election,wir müssen über die Grenze <sep> rechtzeitig zur Wahl 2016
71,stereotypical indian telemarketer,invites friend to a game night <sep> starts playing single player,lädt Freund zu einem Spieleabend ein <sep> beginnt Einzelspieler zu spielen
291,nia china,well actually <sep> this is how you tie a tie,also eigentlich <sep> so bindet man eine Krawatte
133,privilege abusing white couple,trouble making the mortgage payment <sep> i left my checkbook at home,Probleme mit der Hypothekenzahlung <sep> Ich habe mein Scheckbuch zu Hause vergessen
112,like a jew,"cashier says ""merry christmas"" <sep> demands multiculturalism","Kassiererin sagt ""Frohe Weihnachten"" <sep> fordert Multikulturalismus"
124,sassy black woman,SHUT YOUR <sep> MOUTH,HALT DEIN <sep> MUND
147,privilege denying tranny,Special thanks to mr futch <sep> for funding the dragqueen eutopia,Besonderer Dank geht an Herrn Futch <sep> für die Finanzierung der Dragqueen Eutopia
38,advicejew,Call your mother <sep> so she can complain about your lack of calls,Ruf deine Mutter an <sep> damit sie sich über deine mangelnden Anrufe beschweren kann
43,like a jew,have a shitty name <sep> like a jew,habe einen beschissenen Namen <sep> wie ein Jude
141,white power problems,"wants to defend ""white tradition"" <sep> lives in NY and eats at mcdonalds","will die ""weiße Tradition"" verteidigen <sep> lebt in NY und isst bei McDonalds"
61,troll asian,how you doing? <sep> ,wie geht's? <sep> 
179,indian father,ME <sep> 30 YEARS FROM NOW?,ICH <sep> IN 30 JAHREN?
157,white power problems,I ASKED A JEWISH GIRL FOR HER NUMBER <sep> SHE ROLLED UP HER SLEEVES,ICH HABE EIN JÜDISCHES MÄDCHEN NACH IHRER NUMMER GEFRAGT <sep> SIE HAT DIE ÄRMEL HOCHGEKREMPELT
268,richarabclap,AND YOUR COWORKER <sep> LOVES IT,UND DEINE KOLLEGEN <sep> LIEBEN ES
154,jesus christ,no where in the bible was there any homosexuality <sep> god does not support gays in the slighest,nirgends in der Bibel war von Homosexualität die Rede <sep> Gott unterstützt Schwule nicht im Geringsten
