Meme ID,Template Name,Original (English),Translation
6,skeptical black kid,so you're telling me <sep> i can play xbox 6 of the 7 days of the week?,so you're telling me <sep> i can play xbox 6 of the 7 days of the week?
236,scumbag police officer,"85 in a 70? <sep> Oh, I didn't see that you're a beautiful blonde. Carry on ma'am","85 in a 70? <sep> Oh, I didn't see that you're a beautiful blonde. Carry on ma'am"
56,privilege denying tranny,I may not be able to milk my tits <sep> but i can sure milk my cock,I may not be able to milk my tits <sep> but i can sure milk my cock
261,american flag shotgun guy,you may take my sunshine <sep> But you'll never take my freedom,you may take my sunshine <sep> But you'll never take my freedom
249,oppressive trans bro,transmisogynist? <sep> but I fuck trans women all the time!,transmisogynist? <sep> but I fuck trans women all the time!
172,germany pls,spring is finally here <sep> the whole countryside is yellow,spring is finally here <sep> the whole countryside is yellow
12,american pride eagle,Gets into Debt <sep> Starts spreading freedom,Gets into Debt <sep> Starts spreading freedom
67,stern but honest chinese guy,You call it Chinese food <sep> we just call it food,You call it Chinese food <sep> we just call it food
262,mexicans on a truck,the down fall of america <sep> without firing a shot,the down fall of america <sep> without firing a shot
52,jesus christ,"Love one another* <sep> (Except faggots, they are gross)","Love one another* <sep> (Except faggots, they are gross)"
229,confused muslim girl,When your engineering group is way smarter than you <sep> ,When your engineering group is way smarter than you <sep> 
45,feministfrequently,I'm not a hypocrite <sep> i'm a woman,I'm not a hypocrite <sep> i'm a woman
201,bad advice asian,"#4 rule <sep> If he truly likes you, he'll forgive you.","#4 rule <sep> If he truly likes you, he'll forgive you."
204,jesus christ,when hugging <sep> always leave room for jesus,when hugging <sep> always leave room for jesus
259,mexicans on a truck,"all aboard <sep> next stop, Dodgers Stadium","all aboard <sep> next stop, Dodgers Stadium"
299,nia china,When your emperor <sep> Burns all the books at school,When your emperor <sep> Burns all the books at school
228,scumbag police officer,Racial profiling? <sep> I investigated myself and found I did nothing wrong,Racial profiling? <sep> I investigated myself and found I did nothing wrong
206,obese american,i don't know much about russia <sep> because i don't speak spanish,i don't know much about russia <sep> because i don't speak spanish
263,stern but honest chinese guy,The Linder-Green family should move to <sep> North Korea/DPRK,The Linder-Green family should move to <sep> North Korea/DPRK
189,scumbag catholic priest,Santa Claus doesn't exist <sep> is jesus who give you all those gifts,Santa Claus doesn't exist <sep> is jesus who give you all those gifts
8,american pride eagle,I find lack of energy in this mail group <sep> very disturbing,I find lack of energy in this mail group <sep> very disturbing
213,typical germany lover,KEEP CALM BRAZIL AND <sep> WE WILL KEEP IT SHORT AND TO THE POINT,KEEP CALM BRAZIL AND <sep> WE WILL KEEP IT SHORT AND TO THE POINT
258,policeman,When the police finds out <sep> You're Black,When the police finds out <sep> You're Black
44,feministfrequently,This background <sep> is sexist,This background <sep> is sexist
216,confused muslim girl,When you go to the beach and no one has a suit <sep> ,When you go to the beach and no one has a suit <sep> 
270,policeman,Once you start killing civilians for busted tail lights <sep> You are now a murderer,Once you start killing civilians for busted tail lights <sep> You are now a murderer
257,american flag shotgun guy, <sep> ain't scared of no tornado, <sep> ain't scared of no tornado
181,scumbag police officer,DON'T TEXT AND DRIVE <sep> HAS LAPTOP INSTALLED IN CAR,DON'T TEXT AND DRIVE <sep> HAS LAPTOP INSTALLED IN CAR
183,good chinese student,Fights off robber with fly spray <sep> Good for controlling pests,Fights off robber with fly spray <sep> Good for controlling pests
290,jesus christ,JESUS IS <sep> WATCHING YOU,JESUS IS <sep> WATCHING YOU
268,richarabclap,AND YOUR COWORKER <sep> LOVES IT,AND YOUR COWORKER <sep> LOVES IT
250,mexicans on a truck,"Natives be like <sep> On our way to the state games,save us a spot.","Natives be like <sep> On our way to the state games,save us a spot."
75,obese american,That awkward moment when Mr. Madaris forgets his lunch at home <sep> ,That awkward moment when Mr. Madaris forgets his lunch at home <sep> 
283,confused muslim girl,When your husband would rather <sep> fuck his goat right in the pussy instead of you,When your husband would rather <sep> fuck his goat right in the pussy instead of you
190,scumbag police officer,Says speeding is dangerous <sep> speeds anyway without reason,Says speeding is dangerous <sep> speeds anyway without reason
202,oppressive trans bro,these fucking cunts <sep> are so hysterical,these fucking cunts <sep> are so hysterical
165,jewish dude,i eat bacon <sep> when no one's looking,i eat bacon <sep> when no one's looking
55,privilege denying tranny,i'm more of a woman than you <sep> i had to fight to be a woman,i'm more of a woman than you <sep> i had to fight to be a woman
221,policeman,come here!! <sep> ,come here!! <sep> 
92,mexicanotriste,"Uncle told me he misses you, adrian. <sep> come back to cuba.","Uncle told me he misses you, adrian. <sep> come back to cuba."
34,generic indian guy,1 pound fish <sep> very very cheap,1 pound fish <sep> very very cheap
110,good chinese student,what ever <sep> ,what ever <sep> 
147,privilege denying tranny,Special thanks to mr futch <sep> for funding the dragqueen eutopia,Special thanks to mr futch <sep> for funding the dragqueen eutopia
167,bad advice asian,not my fault <sep> it was poorly designed,not my fault <sep> it was poorly designed
224,confused muslim girl,When they ask Omar.. <sep> You are VEGETARIAN?!,When they ask Omar.. <sep> You are VEGETARIAN?!
78,advicejew,Life got you down? <sep> Would it kill you to call your mother?,Life got you down? <sep> Would it kill you to call your mother?
41,jesus christ,The Technique <sep> will save you,The Technique <sep> will save you
37,advicejew,SEE THIS HAT <sep> THRIFT STORE,SEE THIS HAT <sep> THRIFT STORE
31,generic indian guy,buys expensive guns <sep> cant afford shoes,buys expensive guns <sep> cant afford shoes
291,nia china,well actually <sep> this is how you tie a tie,well actually <sep> this is how you tie a tie
127,success germany,lost 2 world wars <sep> still thinks they are the best,lost 2 world wars <sep> still thinks they are the best
126,y u so arab,you can do whatever you want <sep> but we're having dinner,you can do whatever you want <sep> but we're having dinner
247,scumbag catholic priest,A Priest ! <sep> Hide the children !,A Priest ! <sep> Hide the children !
130,privilege abusing white couple,global warming is really bad <sep> for property values on cape cod,global warming is really bad <sep> for property values on cape cod
