Meme ID,Template Name,Original (English),Translation
218,richarabclap,i'm so happy we have kids <sep> to blow up,Estoy tan feliz de que tengamos hijos <sep> para explotar
202,oppressive trans bro,these fucking cunts <sep> are so hysterical,Estos malditos maricones<sep> están tan histéricos.
8,american pride eagle,I find lack of energy in this mail group <sep> very disturbing,Encuentro falta de energía en este grupo de correo <sep> muy inquietante
94,asian college freshman,can't think of what to reply.. <sep> *goes offline*,No puede pensar en qué responder... <sep> *se desconecta*
25,black kid,IT DONT MATTER <sep> IF YOUR BLACK OR WHITE!,NO IMPORTA <sep> SI ERES BLANCO O NEGRO!
29,generic indian guy,you picked a good day to work from home... <sep> no one's here except me Kevin and Yaji !!!,"Elegiste un buen día para trabajar desde casa... <sep> no hay nadie aquí excepto yo, Kevin y Yaji!!!"
158,muslim immigrant,LET US IN THEY SAID <sep> WE'LL BE NICE THEY SAID,"Déjanos entrar, dijeron <sep> Seremos amables, dijeron."
85,nice white girl,stop being mean to me <sep> i'm trying really hard,Deja de ser malo conmigo <sep> Estoy esforzándome mucho
105,feministfrequently,no im not going in the kitchen <sep> can you help open this jar for me?,"no, no voy a ir a la cocina <sep> ¿Puedes ayudarme a abrir este frasco?"
56,privilege denying tranny,I may not be able to milk my tits <sep> but i can sure milk my cock,Puede que no pueda ordeñar mis tetas <sep> pero seguro que puedo ordeñar mi polla
73,typical germany lover,hears friend mention germany <sep> bore friend to death with info about germany,oye a un amigo mencionar alemania <sep> aburre a muerte a su amigo con informacion sobre alemania
2,skeptical black kid,So if i treat women like shit <sep> i will do better with them? Cool!,Piensas que trato a las mujeres mal?  <sep> espera a ver lo que puedo hacer con ellas
240,richarabclap,Let's become one... <sep> One israel,Convirtámonos en uno... <sep> Un solo Israel.
133,privilege abusing white couple,trouble making the mortgage payment <sep> i left my checkbook at home,Problemas al pagar la hipoteca <sep> dejé mi chequera en casa.
114,transvestite trevor,IT'S A TRAP!!! <sep> ,¡¡¡ES UNA TRAMPA!!! <sep> 
242,scumbag catholic priest, <sep> it's not inappropriate when I touch you there, <sep> no es inapropiado cuando te toco ahí
110,good chinese student,what ever <sep> ,como sea <sep>
223,confused muslim girl,Complain about the system <sep> Doesn't cooperate in order to receive benefits,Quejarse del sistema <sep> No coopera para recibir beneficios
267,policeman,If you don't want to be shot by police <sep> Have you tried not attacking them?,Si no quieres que la policía te dispare <sep> ¿Has intentado no atacarlos?
155,privilege denying tranny,"surprise! <sep> geoff monday through friday, but georgia on the weekends","¡Sorpresa! <sep> Geoff de lunes a viernes, pero Georgia los fines de semana"
82,y u so arab,Hey syrian guy <sep> y u post a picture of me but not a picture of you?,"Oye, tipo sirio <sep> ¿publicas una foto mía pero no una tuya?"
265,privilege abusing white couple,Quality men believe in equality of women <sep> ,Los hombres de calidad creen en la igualdad de las mujeres. <sep> 
183,good chinese student,Fights off robber with fly spray <sep> Good for controlling pests,Lucha contra los ladrones con spray contra moscas <sep> Bueno para controlar plagas
291,nia china,well actually <sep> this is how you tie a tie,bueno en realidad <sep> así es como se ata una corbata
234,jewish dude,simmons <sep> is a good brother to us and loyal to our agendas,Simmons <sep> es un buen hermano para nosotros y leal a nuestras agendas
205,scumbag police officer,Cops... <sep> Only laugh at their own jokes,Policías... <sep> Sólo se ríen de sus propios chistes.
62,typical germany lover,adolf hitler <sep> was austrian,adolf hitler <sep> era austriaco
244,feminist cunt,I want full equality in physically tough jobs <sep> Women should have easier physical tests,Quiero plena igualdad en trabajos físicamente duros <sep> Las mujeres deberían tener pruebas físicas más fáciles
63,good chinese student,"oh no i need to pay my hospital bills <sep> joke, canada has free universal health care!","oh no tengo que pagar mis facturas del hospital <sep> bromeo, canadá tiene atención médica gratuita!"
84,nice white girl,but my dreamcatcher tattoo <sep> honors native culture!,pero mi tatuaje de atrapasueños <sep> ¡honra la cultura nativa!
203,muslim immigrant,africa for the africans asia for the asians <sep> white countries for everyone !,África para los africanos Asia para los asiáticos <sep> ¡Países blancos para todos!
224,confused muslim girl,When they ask Omar.. <sep> You are VEGETARIAN?!,Cuando le preguntan a Omar.. <sep> ¡¿Eres VEGETARIANO?!
200,mexicans on a truck,Heading to Ellie's <sep> Who's coming?,Rumbo a casa de Ellie <sep> ¿Quién viene?
276,policeman,"Actually, Facebook does <sep> Have rules on grammar...","En realidad, Facebook sí <sep> Tiene reglas gramaticales..."
54,privilege denying tranny,the birth of the baby jesus was a queer party <sep> all the dudes wore dresses!,El nacimiento del niño Jesús fue una fiesta queer <sep> ¡todos los tipos llevaban vestidos!
206,obese american,i don't know much about russia <sep> because i don't speak spanish,No sé mucho sobre Rusia <sep> porque no hablo español
258,policeman,When the police finds out <sep> You're Black,Cuando la policía descubre <sep> que eres negro
149,condescending christian,gets molested by church members <sep> still loves to go to church,fue abusada de los miembros de la iglesia <sep> todavía le encanta ir a la iglesia
79,stern but honest chinese guy,COMMUNISM <sep> UNABLE TO ACHIEVE DREAMS - BEING BORN IN THE WRONG FAMILY,COMUNISMO <sep> IMPOSIBLE ALCANZAR LOS SUEÑOS - NACIR EN LA FAMILIA EQUIVOCADA
20,successful mexican,MINORITY <sep> NOT AT METRO TECH!!,MINORÍA <sep> ¡¡NO EN METRO TECH!!
21,successful mexican,My name is emmanuel <sep> i mow your lawn $.50,Mi nombre es emmanuel <sep> corto tu césped $.50
290,jesus christ,JESUS IS <sep> WATCHING YOU,JESÚS ESTÁ <sep> VIÉNDOTE
186,feministfrequently,I had a friend that got almost raped <sep> your argument is invalid,Tuve una amiga que casi fue violada <sep> tu argumento no es válido
190,scumbag police officer,Says speeding is dangerous <sep> speeds anyway without reason,"Dice que el exceso de velocidad es peligroso <sep> De todos modos, acelera sin motivo"
107,strict policeman,i dont always beat teenagers <sep> but when i do my FAVORITEs are ones named mike manol,"No siempre golpeo a adolescentes <sep> pero cuando lo hago, mis FAVORITOS son los que se llaman Mike Manol."
18,successful mexican,I come to <sep> tend your garden,Vengo a <sep> cuidar tu jardín
176,germany pls,Interviewer has weak handshake <sep> Not sure what to do,El entrevistador tiene un apretón de manos débil <sep> No estoy seguro de qué hacer
259,mexicans on a truck,"all aboard <sep> next stop, Dodgers Stadium","Todos a bordo <sep> próxima parada, el Estadio de los Dodgers."
216,confused muslim girl,When you go to the beach and no one has a suit <sep> ,Cuando vas a la playa y nadie tiene traje <sep> 
159,stern but honest chinese guy,America hates communism so much <sep> that it has borrowed 2 trillion from china,Estados Unidos odia tanto el comunismo <sep> que ha tomado prestados 2 billones de dólares de China
41,jesus christ,The Technique <sep> will save you,La Técnica <sep> te salvará
209,white power problems,this man <sep> does not own a mirror,este hombre <sep> no tiene espejo
101,stern but honest chinese guy,I say i'm good at handball <sep> But when i tried out for the team i didn't make it,Digo que soy bueno en balonmano <sep> Pero cuando hice la prueba para el equipo no lo logré
211,feministfrequently,Complains that women are underrepresented in STEM fields <sep> Gets a degree in women's studies,Se queja de que las mujeres están subrepresentadas en campos STEM <sep> y obtiene un título en estudios de género.
61,troll asian,how you doing? <sep> ,¿cómo estás? <sep>
78,advicejew,Life got you down? <sep> Would it kill you to call your mother?,¿La vida te deprime? <sep> ¿Te mataría llamar a tu madre?
166,scumbag catholic priest,Avoids meat as a sacrifice during Holy week <sep> Eats seafood that taste better than meat,Evita la carne como sacrificio en Semana Santa <sep> Come mariscos que saben mejor que la carne
246,typical germany lover,Is stopped twice from taking over Europe <sep> now controls the Euro-Zone,Es detenido dos veces de tomar el control de Europa <sep> ahora controla la Eurozona.
22,black kid,GIRLS THINK I'M SEXY <sep> <emp>,LAS CHICAS PIENSAN QUE SOY SEXY <sep> <emp>
169,condescending christian,muslims are bad <sep> because the bible is good,los musulmanes son malos <sep> porque la biblia es buena
197,scumbag police officer,"I know the lay better then you <sep> ""now bend over""","Cnozco la ley mejor que tú. <sep> ""ahora inclínate""."
99,condescending christian,"I respect your views <sep> ""want to come to my youth group?""","Respeto tus puntos de vista <sep> ""¿Quieres venir a mi grupo de jóvenes?"""
43,like a jew,have a shitty name <sep> like a jew,tener un nombre de mierda <sep> como un judío
126,y u so arab,you can do whatever you want <sep> but we're having dinner,puedes hacer lo que quieras <sep> pero vamos a cenar
57,stereotypical indian telemarketer,call help desk <sep> can't understand them,llamar al servicio de ayuda <sep> no puedo entenderlos
55,privilege denying tranny,i'm more of a woman than you <sep> i had to fight to be a woman,Soy más mujer que tú <sep> Tuve que luchar para ser mujer
232,richarabclap,Akhmed El Codoor <sep> Approves this Picture,Akhmed El Codoor <sep> Aprueba esta imagen
164,privilege denying feminist,women are an oppressed minority <sep> asians are not,las mujeres son una minoría oprimida <sep> los asiáticos no lo son
59,asian college freshman, <sep> I don't see a problem here, <sep> No veo ningún problema aquí
14,sassy black woman,WHEN PEOPLE LEAVE THE DOOR OPEN <sep> OH NO YOU DIDNT !,"CUANDO LA GENTE DEJA LA PUERTA ABIERTA <sep> ¡OH NO, NO LO HICISTE!"
268,richarabclap,AND YOUR COWORKER <sep> LOVES IT,Y A TU COMPAÑERO DE TRABAJO <sep> LE ENCANTA
173,like a jew,can't watch porn <sep> bans the internet,no puedo ver pornografía <sep> prohíbe Internet
281,angry muslim guy,hates british <sep> moves to london,odio a los británicos <sep> se muda a londres
119,white power problems,THINKS JUDAISM <sep> IS A RACE,PIENSA QUE EL JUDAÍSMO <sep> ES UNA RAZA.
261,american flag shotgun guy,you may take my sunshine <sep> But you'll never take my freedom,Pueden tomar mi sol <sep> Pero nunca me quitarán mi libertad.
16,sassy black woman,"<emp> <sep> SON, WHY DIDN'T YOU STEAL THAT?","<emp> <sep> HIJO, ¿POR QUÉ NO ROBASTE ESO?"
193,privilege denying feminist,A man had some sort of emotion? <sep> time to belittle it and declare it misogynist,¿Un hombre tuvo algún tipo de emoción? <sep> Es hora de menospreciarla y declararla misógina.
13,american pride eagle,SEES COMMENTS ON YOUTUBE VIDEO OF NON-SPEAKING ENGLISH COUNTRY <sep> ENGLISH PLEASE,"VE COMENTARIOS EN VIDEO DE YOUTUBE QUE NO SON EN INGLÉS <sep> ¡EN INGLÉS, POR FAVOR!"
72,strict policeman,studies criminal justice <sep> police academy teaches him everything,Estudia justicia criminal <sep> la academia de policía le enseña todo.
243,angry muslim guy,Happy <sep> New year!!!,Feliz <sep> ¡¡¡Año Nuevo!!!
285,obese american,hates big government <sep> collects disability benefits,odia al gran gobierno <sep> cobra beneficios por discapacidad
12,american pride eagle,Gets into Debt <sep> Starts spreading freedom,Se endeuda <sep> Comienza a difundir la libertad
254,arabic meme,Do I got something in my teeth <sep> ,¿Tengo algo en los dientes? <sep>
