Meme ID,Template Name,Original (English),Translation
290,jesus christ,JESUS IS <sep> WATCHING YOU,耶稣正在 <sep> 看着你
232,richarabclap,Akhmed El Codoor <sep> Approves this Picture,Akhmed El Codoor <sep> 批准此照片
52,jesus christ,"Love one another* <sep> (Except faggots, they are gross)",彼此相爱* <sep> （除了同性恋者，他们太恶心了）
189,scumbag catholic priest,Santa Claus doesn't exist <sep> is jesus who give you all those gifts,圣诞老人并不存在 <sep> 是耶稣给了你这裡全部礼物
114,transvestite trevor,IT'S A TRAP!!! <sep> ,这是一个陷阱！！！ <sep> 
48,privilege denying feminist,wants Everything Equal <sep> Except for when the military draft comes,希望一切都平等 <sep> 除了征兵的时候
57,stereotypical indian telemarketer,call help desk <sep> can't understand them,致电帮助台 <sep> 无法理解他们
294,nia china,When you look back in life <sep> and you feel fulfilled,当你回顾人生 <sep> 你会感到满足
171,germany pls,winter too cold <sep> summer too hot,冬天太冷 <sep> 夏天太热
237,scumbag police officer,Join the police force! <sep> Kill unarmed kids and get paid vacations!,加入警察队伍！ <sep> 杀死手无寸铁的孩子并获得带薪休假！
191,mexicanotriste,Why would you <sep> eat my Guacamole?,为什么你会 <sep> 吃我的鳄梨酱？
203,muslim immigrant,africa for the africans asia for the asians <sep> white countries for everyone !,非洲是非洲人的，亚洲是亚洲人的 <sep> 白种人国家是所有人的！
175,sassy black woman,"Gets monthly food stamps from state, <sep> spends them on $10.99 a pound steaks",每月领取州政府发放的食品券， <sep> 每磅牛排售价 10.99 美元
229,confused muslim girl,When your engineering group is way smarter than you <sep> ,当你的工程团队比你聪明得多时 <sep> 
43,like a jew,have a shitty name <sep> like a jew,名字很烂 <sep> 像犹太人一样
29,generic indian guy,you picked a good day to work from home... <sep> no one's here except me Kevin and Yaji !!!,你选择了一个在家工作的好日子…… <sep> 除了我 Kevin 和 Yaji 之外没有别人在这里！！！
75,obese american,That awkward moment when Mr. Madaris forgets his lunch at home <sep> ,马达里斯先生忘记带午餐的尴尬时刻 <sep> 
63,good chinese student,"oh no i need to pay my hospital bills <sep> joke, canada has free universal health care!",哦不，我需要支付医院费用 <sep> 笑话，加拿大有免费的全民医疗保健！
12,american pride eagle,Gets into Debt <sep> Starts spreading freedom,陷入债务 <sep> 开始传播自由
85,nice white girl,stop being mean to me <sep> i'm trying really hard,不要对我这样尖酸刻薄 <sep> 我真的在努力
190,scumbag police officer,Says speeding is dangerous <sep> speeds anyway without reason,说超速很危险的人 <sep> 都会无缘无故超速
160,bad advice asian,"look at this... <sep> the moon, not my finger",看看这个... <sep> 是月亮，不是我的手指
208,scumbag police officer,tough drugs laws aren't working <sep> so it only makes sense if we make the laws TOUGHER,严厉的毒品法不起作用 <sep> 所以只有我们制定更严厉的法律才有意义
69,troll asian,EXpected by group members to do majority of work <sep> doesn't do anything,小组成员期望完成大部分工作 <sep> 没有做任何事情
221,policeman,come here!! <sep> ,过来！！ <sep> 
87,strict policeman,You have the right to remain silent <sep> Everything you say can an will be turned into a meme,你有权保持沉默 <sep> 你说的每一句话都可能被转化成表情包
94,asian college freshman,can't think of what to reply.. <sep> *goes offline*,想不出该怎么回复.. <sep> *去线下*
124,sassy black woman,SHUT YOUR <sep> MOUTH,闭上你的 <sep> 嘴
242,scumbag catholic priest, <sep> it's not inappropriate when I touch you there, <sep> 我摸你那儿并不不合适
172,germany pls,spring is finally here <sep> the whole countryside is yellow,春天终于来了 <sep> 整个乡村一片黄色
258,policeman,When the police finds out <sep> You're Black,当警察发现 <sep> 你是黑人
260,mexicans on a truck,Headed to your house Cesar.. <sep> HAPPY BIRTHDAY HOMIE!!!,前往你家，塞萨尔…… <sep> 祝你生日快乐，老兄！！！
230,arabic meme,"whats for dinner? goat? <sep> wait, where's my wife???",晚餐吃什么？山羊？ <sep> 等一下，我的妻子在哪儿？？？
79,stern but honest chinese guy,COMMUNISM <sep> UNABLE TO ACHIEVE DREAMS - BEING BORN IN THE WRONG FAMILY,共产主义 <sep> 无法实现梦想 - 生错了家庭
150,condescending christian,incredibly sexy <sep> equally annoying,极其性感 <sep> 同样烦人
2,skeptical black kid,So if i treat women like shit <sep> i will do better with them? Cool!,所以如果我像对待狗屎一样对待女性 <sep> 我会和她们相处得更好吗？太棒了！
53,privilege denying tranny,abortion? a womans issue? <sep> transmen need abortions too!,堕胎怎么是妇女问题了<sep>变形男人也需要堕胎！
80,stern but honest chinese guy,MAO OUR GREAT HERO <sep> KILLED 40-70 MILLION OF HIS OWN PEOPLE,毛泽东是我们的伟大英雄 <sep> 杀害了4000万至7000万自己的人民
271,privilege abusing white couple,I love you so much I put you in my <sep> long term memory,我太爱你了，所以我把你放在我的 <sep> 长期记忆
149,condescending christian,gets molested by church members <sep> still loves to go to church,被教会成员骚扰 <sep> 仍然喜欢去教堂
265,privilege abusing white couple,Quality men believe in equality of women <sep> ,优秀男性相信女性平等 <sep> 
5,skeptical black kid,so your telling me <sep> the egyptians just left,所以你告诉我 <sep> 埃及人刚刚离开
156,y u so arab,ARAB FRIEND <sep> CHRIS,阿拉伯朋友 <sep> 克里斯
25,black kid,IT DONT MATTER <sep> IF YOUR BLACK OR WHITE!,这不重要 <sep> 无论你是黑人或白人
38,advicejew,Call your mother <sep> so she can complain about your lack of calls,给你妈妈打电话 <sep> 这样她就可以抱怨你很少打电话
44,feministfrequently,This background <sep> is sexist,这个背景 <sep> 是性别歧视
192,privilege denying feminist,"society's Gender roles are ignorant and wrong! <sep> tells you to ""man up and grow some balls""",社会的性别角色是无知和错误的！ <sep> 告诉你“要勇敢起来，要有勇气”
91,typical germany lover,fucked the world twice <sep> complains about immigrants,两次搞砸了世界 <sep> 抱怨移民
120,condescending christian,Things aren't going our way <sep> help! we're being persecuted!!!,事情并不如我们所愿 <sep> 救命！我们被迫害了！！！
170,bad advice asian,you never see <sep> stray cat in chinatown,你永远不会看到 <sep> 唐人街的流浪猫
26,black kid,HOW I FEEL <sep> WHEN THE KIDS ARE ASLEEP,我如何感受 <sep> 当孩子们睡着的时候
182,richarabclap,lets stop sending money to foreigners <sep> and use that money to send every american to yale,让我们停止向外国人提供资金 <sep> 并用这些钱把每个美国人送进耶鲁大学
279,angry muslim guy,Oh SO That's what <sep> A Woman's Ears Look like,好家伙所以这才是<sep>女人耳朵的样子
144,troll asian,Says he cant play a game <sep> Asian,说他不能玩游戏 <sep> 亚洲人
169,condescending christian,muslims are bad <sep> because the bible is good,穆斯林是坏人 <sep> 因为圣经是好的
0,skeptical black kid,So You're telling me <sep> You eat too much and you want to lose weight?,所以你是说 <sep> 你吃得太多了，你想减肥？
247,scumbag catholic priest,A Priest ! <sep> Hide the children !,一名神父！ <sep> 把孩子们藏起来！
248,scumbag catholic priest,Catholic church <sep> protecting pedo priests for 500 years,天主教会 <sep> 保护恋童癖牧师 500 年
109,feministfrequently,"If you can't outargue a Man <sep> Just scream about ""Privilege.""",当你吵不过一个男的的时候<sep>大喊“特权”
293,nia china,"athletic scholarship this, athletic scholarship that <sep> who's really getting paid here?",运动奖学金这个，运动奖学金那个 <sep> 这里真正得到报酬的是谁？
165,jewish dude,i eat bacon <sep> when no one's looking,我吃培根 <sep> 当没有人看的时候
