Meme ID,prompt,response,answer,hate_prediction
memes\zh\Confused-Muslim-Girl\223,1, b.Meme: Assistant:b,b,1
memes\zh\Confused-Muslim-Girl\223,2,on.Meme: Assistant:b,b,0
memes\zh\Confused-Muslim-Girl\223,3,on.Meme: Assistant:b,b,1
memes\zh\Confused-Muslim-Girl\223,4,ly.Meme: Assistant:b,b,0
memes\zh\Confused-Muslim-Girl\223,5,ly.Meme: Assistant:a,a,0
memes\zh\Confused-Muslim-Girl\224,0, b.Meme: Assistant:b,b,0
memes\zh\Confused-Muslim-Girl\224,1, b.Meme: Assistant:a,a,0
memes\zh\Confused-Muslim-Girl\224,2,on.Meme: Assistant:b,b,0
memes\zh\Confused-Muslim-Girl\224,3,on.Meme: Assistant:a,a,0
memes\zh\Confused-Muslim-Girl\224,4,ly.Meme: Assistant:b,b,0
memes\zh\Confused-Muslim-Girl\224,5,ly.Meme: Assistant:a,a,0
memes\zh\Confused-Muslim-Girl\225,0,ssistant:b: Non-hate,b,0
memes\zh\Confused-Muslim-Girl\225,1,ssistant:a: Non-hate,a,0
memes\zh\Confused-Muslim-Girl\225,2,on.Meme: Assistant:b,b,0
memes\zh\Confused-Muslim-Girl\225,3,on.Meme: Assistant:a,a,0
memes\zh\Confused-Muslim-Girl\225,4,ly.Meme: Assistant:b,b,0
memes\zh\Confused-Muslim-Girl\225,5,ly.Meme: Assistant:a,a,0
memes\zh\Confused-Muslim-Girl\229,0,ssistant:b: Non-hate,b,0
memes\zh\Confused-Muslim-Girl\229,1, b.Meme: Assistant:a,a,0
memes\zh\Confused-Muslim-Girl\229,2,on.Meme: Assistant:b,b,0
memes\zh\Confused-Muslim-Girl\229,3,on.Meme: Assistant:a,a,0
memes\zh\Confused-Muslim-Girl\229,4,ly.Meme: Assistant:b,b,0
memes\zh\Confused-Muslim-Girl\229,5,ly.Meme: Assistant:a,a,0
memes\zh\Confused-Muslim-Girl\283,0, b.Meme: Assistant:a,a,1
memes\zh\Confused-Muslim-Girl\283,1,e: Assistant:b: Hate,b,1
memes\zh\Confused-Muslim-Girl\283,2,on.Meme: Assistant:a,a,1
memes\zh\Confused-Muslim-Girl\283,3,on.Meme: Assistant:b,b,1
memes\zh\Confused-Muslim-Girl\283,4,ly.Meme: Assistant:a,a,1
memes\zh\Confused-Muslim-Girl\283,5,ly.Meme: Assistant:b,b,1
memes\zh\Feminist-Cunt\139,0, b.Meme: Assistant:a,a,1
memes\zh\Feminist-Cunt\139,1, b.Meme: Assistant:b,b,1
memes\zh\Feminist-Cunt\139,2,on.Meme: Assistant:a,a,1
memes\zh\Feminist-Cunt\139,3,on.Meme: Assistant:b,b,1
memes\zh\Feminist-Cunt\139,4,ly.Meme: Assistant:a,a,1
memes\zh\Feminist-Cunt\139,5,ly.Meme: Assistant:b,b,1
memes\zh\Feminist-Cunt\244,0,ssistant:b: Non-hate,b,0
memes\zh\Feminist-Cunt\244,1, b.Meme: Assistant:a,a,0
memes\zh\Feminist-Cunt\244,2,on.Meme: Assistant:b,b,0
memes\zh\Feminist-Cunt\244,3,on.Meme: Assistant:a,a,0
memes\zh\Feminist-Cunt\244,4,ly.Meme: Assistant:b,b,0
memes\zh\Feminist-Cunt\244,5,ly.Meme: Assistant:a,a,0
memes\zh\Feminist-Cunt\278,0,ssistant:b: Non-hate,b,0
memes\zh\Feminist-Cunt\278,1,ssistant:a: Non-hate,a,0
memes\zh\Feminist-Cunt\278,2,on.Meme: Assistant:b,b,0
memes\zh\Feminist-Cunt\278,3,on.Meme: Assistant:a,a,0
memes\zh\Feminist-Cunt\278,4,ly.Meme: Assistant:b,b,0
memes\zh\Feminist-Cunt\278,5,ly.Meme: Assistant:a,a,0
memes\zh\Feminist-Cunt\50,0, b.Meme: Assistant:a,a,1
memes\zh\Feminist-Cunt\50,1, b.Meme: Assistant:a,a,0
memes\zh\Feminist-Cunt\50,2,on.Meme: Assistant:b,b,0
memes\zh\Feminist-Cunt\50,3,on.Meme: Assistant:b,b,1
memes\zh\Feminist-Cunt\50,4,ly.Meme: Assistant:b,b,0
memes\zh\Feminist-Cunt\50,5,ly.Meme: Assistant:a,a,0
memes\zh\Feminist-Cunt\96,0,e: Assistant:a: Hate,a,1
memes\zh\Feminist-Cunt\96,1, b.Meme: Assistant:b,b,1
memes\zh\Feminist-Cunt\96,2,on.Meme: Assistant:a,a,1
memes\zh\Feminist-Cunt\96,3,on.Meme: Assistant:b,b,1
memes\zh\Feminist-Cunt\96,4,ly.Meme: Assistant:a,a,1
memes\zh\Feminist-Cunt\96,5,ly.Meme: Assistant:b,b,1
memes\zh\Feministfrequently\105,0,ssistant:b: Non-hate,b,0
memes\zh\Feministfrequently\105,1,ssistant:a: Non-hate,a,0
memes\zh\Feministfrequently\105,2,on.Meme: Assistant:b,b,0
memes\zh\Feministfrequently\105,3,on.Meme: Assistant:a,a,0
memes\zh\Feministfrequently\105,4,ly.Meme: Assistant:b,b,0
memes\zh\Feministfrequently\105,5,ly.Meme: Assistant:a,a,0
memes\zh\Feministfrequently\109,0,ssistant:b: Non-hate,b,0
memes\zh\Feministfrequently\109,1,ssistant:a: Non-hate,a,0
memes\zh\Feministfrequently\109,2,on.Meme: Assistant:a,a,1
memes\zh\Feministfrequently\109,3,on.Meme: Assistant:b,b,1
memes\zh\Feministfrequently\109,4,ly.Meme: Assistant:b,b,0
memes\zh\Feministfrequently\109,5,ly.Meme: Assistant:a,a,0
memes\zh\Feministfrequently\186,0,ssistant:b: Non-hate,b,0
memes\zh\Feministfrequently\186,1,ssistant:a: Non-hate,a,0
memes\zh\Feministfrequently\186,2,on.Meme: Assistant:a,a,1
memes\zh\Feministfrequently\186,3,on.Meme: Assistant:a,a,0
memes\zh\Feministfrequently\186,4,ly.Meme: Assistant:b,b,0
memes\zh\Feministfrequently\186,5,ly.Meme: Assistant:a,a,0
memes\zh\Feministfrequently\211,0, b.Meme: Assistant:b,b,0
memes\zh\Feministfrequently\211,1,ssistant:a: Non-hate,a,0
memes\zh\Feministfrequently\211,2,on.Meme: Assistant:b,b,0
memes\zh\Feministfrequently\211,3,on.Meme: Assistant:a,a,0
memes\zh\Feministfrequently\211,4,ly.Meme: Assistant:b,b,0
memes\zh\Feministfrequently\211,5,ly.Meme: Assistant:a,a,0
memes\zh\Feministfrequently\219,0,ssistant:b: Non-hate,b,0
memes\zh\Feministfrequently\219,1,ssistant:a: Non-hate,a,0
memes\zh\Feministfrequently\219,2,on.Meme: Assistant:b,b,0
memes\zh\Feministfrequently\219,3,on.Meme: Assistant:a,a,0
memes\zh\Feministfrequently\219,4,ly.Meme: Assistant:b,b,0
memes\zh\Feministfrequently\219,5,ly.Meme: Assistant:a,a,0
memes\zh\Feministfrequently\297,0,ssistant:b: Non-hate,b,0
memes\zh\Feministfrequently\297,1, b.Meme: Assistant:a,a,0
memes\zh\Feministfrequently\297,2,on.Meme: Assistant:b,b,0
memes\zh\Feministfrequently\297,3,on.Meme: Assistant:a,a,0
memes\zh\Feministfrequently\297,4,ly.Meme: Assistant:b,b,0
memes\zh\Feministfrequently\297,5,ly.Meme: Assistant:a,a,0
memes\zh\Feministfrequently\44,0,ssistant:b: Non-hate,b,0
memes\zh\Feministfrequently\44,1,ssistant:a: Non-hate,a,0
memes\zh\Feministfrequently\44,2,on.Meme: Assistant:a,a,1
memes\zh\Feministfrequently\44,3,on.Meme: Assistant:b,b,1
memes\zh\Feministfrequently\44,4,ly.Meme: Assistant:b,b,0
memes\zh\Feministfrequently\44,5,ly.Meme: Assistant:a,a,0
memes\zh\Feministfrequently\45,0,ssistant:b: Non-hate,b,0
memes\zh\Feministfrequently\45,1,ssistant:a: Non-hate,a,0
memes\zh\Feministfrequently\45,2,on.Meme: Assistant:b,b,0
memes\zh\Feministfrequently\45,3,on.Meme: Assistant:a,a,0
memes\zh\Feministfrequently\45,4,ly.Meme: Assistant:b,b,0
memes\zh\Feministfrequently\45,5,ly.Meme: Assistant:a,a,0
memes\zh\Generic-Indian-Guy\29,0, b.Meme: Assistant:b,b,0
memes\zh\Generic-Indian-Guy\29,1,ssistant:a: Non-hate,a,0
memes\zh\Generic-Indian-Guy\29,2,on.Meme: Assistant:b,b,0
memes\zh\Generic-Indian-Guy\29,3,on.Meme: Assistant:a,a,0
memes\zh\Generic-Indian-Guy\29,4,ly.Meme: Assistant:b,b,0
memes\zh\Generic-Indian-Guy\29,5,ly.Meme: Assistant:a,a,0
memes\zh\Generic-Indian-Guy\30,0, b.Meme: Assistant:b,b,0
memes\zh\Generic-Indian-Guy\30,1,ssistant:a: Non-hate,a,0
memes\zh\Generic-Indian-Guy\30,2,on.Meme: Assistant:b,b,0
memes\zh\Generic-Indian-Guy\30,3,on.Meme: Assistant:b,b,1
memes\zh\Generic-Indian-Guy\30,4,ly.Meme: Assistant:b,b,0
memes\zh\Generic-Indian-Guy\30,5,ly.Meme: Assistant:a,a,0
memes\zh\Generic-Indian-Guy\31,0,ssistant:b: Non-hate,b,0
memes\zh\Generic-Indian-Guy\31,1,ssistant:a: Non-hate,a,0
memes\zh\Generic-Indian-Guy\31,2,on.Meme: Assistant:b,b,0
memes\zh\Generic-Indian-Guy\31,3,on.Meme: Assistant:a,a,0
memes\zh\Generic-Indian-Guy\31,4,ly.Meme: Assistant:b,b,0
memes\zh\Generic-Indian-Guy\31,5,ly.Meme: Assistant:a,a,0
memes\zh\Generic-Indian-Guy\32,0,ssistant:b: Non-hate,b,0
memes\zh\Generic-Indian-Guy\32,1,ssistant:a: Non-hate,a,0
memes\zh\Generic-Indian-Guy\32,2,on.Meme: Assistant:a,a,1
memes\zh\Generic-Indian-Guy\32,3,on.Meme: Assistant:b,b,1
memes\zh\Generic-Indian-Guy\32,4,ly.Meme: Assistant:a,a,1
memes\zh\Generic-Indian-Guy\32,5,ly.Meme: Assistant:a,a,0
memes\zh\Generic-Indian-Guy\33,0,ssistant:b: Non-hate,b,0
memes\zh\Generic-Indian-Guy\33,1,ssistant:a: Non-hate,a,0
memes\zh\Generic-Indian-Guy\33,2,on.Meme: Assistant:b,b,0
memes\zh\Generic-Indian-Guy\33,3,on.Meme: Assistant:a,a,0
memes\zh\Generic-Indian-Guy\33,4,ly.Meme: Assistant:b,b,0
memes\zh\Generic-Indian-Guy\33,5,ly.Meme: Assistant:a,a,0
memes\zh\Generic-Indian-Guy\34,0,ssistant:b: Non-hate,b,0
memes\zh\Generic-Indian-Guy\34,1,ssistant:a: Non-hate,a,0
memes\zh\Generic-Indian-Guy\34,2,on.Meme: Assistant:a,a,1
memes\zh\Generic-Indian-Guy\34,3,on.Meme: Assistant:b,b,1
memes\zh\Generic-Indian-Guy\34,4,ly.Meme: Assistant:b,b,0
memes\zh\Generic-Indian-Guy\34,5,ly.Meme: Assistant:a,a,0
memes\zh\Generic-Indian-Guy\35,0,ssistant:b: Non-hate,b,0
memes\zh\Generic-Indian-Guy\35,1,ssistant:a: Non-hate,a,0
memes\zh\Generic-Indian-Guy\35,2,on.Meme: Assistant:a,a,1
memes\zh\Generic-Indian-Guy\35,3,on.Meme: Assistant:b,b,1
memes\zh\Generic-Indian-Guy\35,4,ly.Meme: Assistant:b,b,0
memes\zh\Generic-Indian-Guy\35,5,ly.Meme: Assistant:a,a,0
memes\zh\Germany-Pls\128,0,ssistant:b: Non-hate,b,0
memes\zh\Germany-Pls\128,1, b.Meme: Assistant:a,a,0
memes\zh\Germany-Pls\128,2,on.Meme: Assistant:b,b,0
memes\zh\Germany-Pls\128,3,on.Meme: Assistant:a,a,0
memes\zh\Germany-Pls\128,4,ly.Meme: Assistant:b,b,0
memes\zh\Germany-Pls\128,5,ly.Meme: Assistant:a,a,0
memes\zh\Germany-Pls\171,0,ssistant:b: Non-hate,b,0
memes\zh\Germany-Pls\171,1, b.Meme: Assistant:a,a,0
memes\zh\Germany-Pls\171,2,on.Meme: Assistant:b,b,0
memes\zh\Germany-Pls\171,3,on.Meme: Assistant:a,a,0
memes\zh\Germany-Pls\171,4,ly.Meme: Assistant:b,b,0
memes\zh\Germany-Pls\171,5,ly.Meme: Assistant:a,a,0
memes\zh\Germany-Pls\172,0,e: Assistant:a: Hate,a,1
memes\zh\Germany-Pls\172,1, b.Meme: Assistant:b,b,1
memes\zh\Germany-Pls\172,2,on.Meme: Assistant:a,a,1
memes\zh\Germany-Pls\172,3,on.Meme: Assistant:b,b,1
memes\zh\Germany-Pls\172,4,ly.Meme: Assistant:b,b,0
memes\zh\Germany-Pls\172,5,ly.Meme: Assistant:a,a,0
memes\zh\Germany-Pls\174,0,ssistant:b: Non-hate,b,0
memes\zh\Germany-Pls\174,1,ssistant:a: Non-hate,a,0
memes\zh\Germany-Pls\174,2,on.Meme: Assistant:b,b,0
memes\zh\Germany-Pls\174,3,on.Meme: Assistant:a,a,0
memes\zh\Germany-Pls\174,4,ly.Meme: Assistant:b,b,0
memes\zh\Germany-Pls\174,5,ly.Meme: Assistant:a,a,0
memes\zh\Germany-Pls\176,0, b.Meme: Assistant:b,b,0
memes\zh\Germany-Pls\176,1,ssistant:a: Non-hate,a,0
memes\zh\Germany-Pls\176,2,on.Meme: Assistant:b,b,0
memes\zh\Germany-Pls\176,3,on.Meme: Assistant:a,a,0
memes\zh\Germany-Pls\176,4,ly.Meme: Assistant:b,b,0
memes\zh\Germany-Pls\176,5,ly.Meme: Assistant:a,a,0
memes\zh\Good-Chinese-Student\110,0,ssistant:b: Non-hate,b,0
memes\zh\Good-Chinese-Student\110,1, b.Meme: Assistant:a,a,0
memes\zh\Good-Chinese-Student\110,2,on.Meme: Assistant:b,b,0
memes\zh\Good-Chinese-Student\110,3,on.Meme: Assistant:a,a,0
memes\zh\Good-Chinese-Student\110,4,ly.Meme: Assistant:b,b,0
memes\zh\Good-Chinese-Student\110,5,ly.Meme: Assistant:a,a,0
memes\zh\Good-Chinese-Student\183,0, b.Meme: Assistant:a,a,1
memes\zh\Good-Chinese-Student\183,1,e: Assistant:b: Hate,b,1
memes\zh\Good-Chinese-Student\183,2,on.Meme: Assistant:a,a,1
memes\zh\Good-Chinese-Student\183,3,on.Meme: Assistant:b,b,1
memes\zh\Good-Chinese-Student\183,4,ly.Meme: Assistant:a,a,1
memes\zh\Good-Chinese-Student\183,5,ly.Meme: Assistant:b,b,1
memes\zh\Good-Chinese-Student\252,0,ssistant:b: Non-hate,b,0
memes\zh\Good-Chinese-Student\252,1, b.Meme: Assistant:a,a,0
memes\zh\Good-Chinese-Student\252,2,on.Meme: Assistant:b,b,0
memes\zh\Good-Chinese-Student\252,3,on.Meme: Assistant:a,a,0
memes\zh\Good-Chinese-Student\252,4,ly.Meme: Assistant:b,b,0
memes\zh\Good-Chinese-Student\252,5,ly.Meme: Assistant:a,a,0
memes\zh\Good-Chinese-Student\266,0,ssistant:b: Non-hate,b,0
memes\zh\Good-Chinese-Student\266,1, b.Meme: Assistant:a,a,0
memes\zh\Good-Chinese-Student\266,2,on.Meme: Assistant:b,b,0
memes\zh\Good-Chinese-Student\266,3,on.Meme: Assistant:a,a,0
memes\zh\Good-Chinese-Student\266,4,ly.Meme: Assistant:b,b,0
memes\zh\Good-Chinese-Student\266,5,ly.Meme: Assistant:a,a,0
memes\zh\Good-Chinese-Student\63,0,ssistant:b: Non-hate,b,0
memes\zh\Good-Chinese-Student\63,1, b.Meme: Assistant:a,a,0
memes\zh\Good-Chinese-Student\63,2,on.Meme: Assistant:b,b,0
memes\zh\Good-Chinese-Student\63,3,on.Meme: Assistant:a,a,0
memes\zh\Good-Chinese-Student\63,4,ly.Meme: Assistant:b,b,0
memes\zh\Good-Chinese-Student\63,5,ly.Meme: Assistant:a,a,0
memes\zh\Indian-Father\178,0,ssistant:b: Non-hate,b,0
memes\zh\Indian-Father\178,1,ssistant:a: Non-hate,a,0
memes\zh\Indian-Father\178,2,on.Meme: Assistant:b,b,0
memes\zh\Indian-Father\178,3,on.Meme: Assistant:a,a,0
memes\zh\Indian-Father\178,4,ly.Meme: Assistant:b,b,0
memes\zh\Indian-Father\178,5,ly.Meme: Assistant:a,a,0
memes\zh\Indian-Father\179,0, b.Meme: Assistant:b,b,0
memes\zh\Indian-Father\179,1, b.Meme: Assistant:a,a,0
memes\zh\Indian-Father\179,2,on.Meme: Assistant:b,b,0
memes\zh\Indian-Father\179,3,on.Meme: Assistant:a,a,0
memes\zh\Indian-Father\179,4,ly.Meme: Assistant:b,b,0
memes\zh\Indian-Father\179,5,ly.Meme: Assistant:a,a,0
memes\zh\Indian-Father\188,0,ssistant:b: Non-hate,b,0
memes\zh\Indian-Father\188,1,ssistant:a: Non-hate,a,0
memes\zh\Indian-Father\188,2,on.Meme: Assistant:b,b,0
memes\zh\Indian-Father\188,3,on.Meme: Assistant:a,a,0
memes\zh\Indian-Father\188,4,ly.Meme: Assistant:b,b,0
memes\zh\Indian-Father\188,5,ly.Meme: Assistant:a,a,0
memes\zh\Jesus-Christ\103,0,ssistant:b: Non-hate,b,0
memes\zh\Jesus-Christ\103,1,ssistant:a: Non-hate,a,0
memes\zh\Jesus-Christ\103,2,on.Meme: Assistant:b,b,0
memes\zh\Jesus-Christ\103,3,on.Meme: Assistant:a,a,0
memes\zh\Jesus-Christ\103,4,ly.Meme: Assistant:b,b,0
memes\zh\Jesus-Christ\103,5,ly.Meme: Assistant:a,a,0
memes\zh\Jesus-Christ\154,0,e: Assistant:a: Hate,a,1
memes\zh\Jesus-Christ\154,1,e: Assistant:b: Hate,b,1
memes\zh\Jesus-Christ\154,2,on.Meme: Assistant:a,a,1
memes\zh\Jesus-Christ\154,3,on.Meme: Assistant:b,b,1
memes\zh\Jesus-Christ\154,4,ly.Meme: Assistant:a,a,1
memes\zh\Jesus-Christ\154,5,ly.Meme: Assistant:b,b,1
memes\zh\Jesus-Christ\204,0,ssistant:b: Non-hate,b,0
memes\zh\Jesus-Christ\204,1,ssistant:a: Non-hate,a,0
memes\zh\Jesus-Christ\204,2,on.Meme: Assistant:b,b,0
memes\zh\Jesus-Christ\204,3,on.Meme: Assistant:a,a,0
memes\zh\Jesus-Christ\204,4,ly.Meme: Assistant:b,b,0
memes\zh\Jesus-Christ\204,5,ly.Meme: Assistant:a,a,0
memes\zh\Jesus-Christ\274,0,ssistant:b: Non-hate,b,0
memes\zh\Jesus-Christ\274,1,ssistant:a: Non-hate,a,0
memes\zh\Jesus-Christ\274,2,on.Meme: Assistant:b,b,0
memes\zh\Jesus-Christ\274,3,on.Meme: Assistant:a,a,0
memes\zh\Jesus-Christ\274,4,ly.Meme: Assistant:b,b,0
memes\zh\Jesus-Christ\274,5,ly.Meme: Assistant:a,a,0
memes\zh\Jesus-Christ\288,0,ssistant:b: Non-hate,b,0
memes\zh\Jesus-Christ\288,1,ssistant:a: Non-hate,a,0
memes\zh\Jesus-Christ\288,2,on.Meme: Assistant:b,b,0
memes\zh\Jesus-Christ\288,3,on.Meme: Assistant:a,a,0
memes\zh\Jesus-Christ\288,4,ly.Meme: Assistant:b,b,0
memes\zh\Jesus-Christ\288,5,ly.Meme: Assistant:a,a,0
memes\zh\Jesus-Christ\290,0,ssistant:b: Non-hate,b,0
memes\zh\Jesus-Christ\290,1,ssistant:a: Non-hate,a,0
memes\zh\Jesus-Christ\290,2,on.Meme: Assistant:b,b,0
memes\zh\Jesus-Christ\290,3,on.Meme: Assistant:a,a,0
memes\zh\Jesus-Christ\290,4,ly.Meme: Assistant:b,b,0
memes\zh\Jesus-Christ\290,5,ly.Meme: Assistant:a,a,0
memes\zh\Jesus-Christ\39,0,ssistant:b: Non-hate,b,0
memes\zh\Jesus-Christ\39,1,ssistant:a: Non-hate,a,0
memes\zh\Jesus-Christ\39,2,on.Meme: Assistant:b,b,0
memes\zh\Jesus-Christ\39,3,on.Meme: Assistant:a,a,0
memes\zh\Jesus-Christ\39,4,ly.Meme: Assistant:b,b,0
memes\zh\Jesus-Christ\39,5,ly.Meme: Assistant:a,a,0
memes\zh\Jesus-Christ\41,0,ssistant:b: Non-hate,b,0
memes\zh\Jesus-Christ\41,1, b.Meme: Assistant:a,a,0
memes\zh\Jesus-Christ\41,2,on.Meme: Assistant:b,b,0
memes\zh\Jesus-Christ\41,3,on.Meme: Assistant:a,a,0
memes\zh\Jesus-Christ\41,4,ly.Meme: Assistant:b,b,0
memes\zh\Jesus-Christ\41,5,ly.Meme: Assistant:a,a,0
memes\zh\Jesus-Christ\52,0, b.Meme: Assistant:a,a,1
memes\zh\Jesus-Christ\52,1,e: Assistant:b: Hate,b,1
memes\zh\Jesus-Christ\52,2,on.Meme: Assistant:a,a,1
memes\zh\Jesus-Christ\52,3,on.Meme: Assistant:b,b,1
memes\zh\Jesus-Christ\52,4,ly.Meme: Assistant:a,a,1
memes\zh\Jesus-Christ\52,5,ly.Meme: Assistant:b,b,1
memes\zh\Jewish-Dude\106,0,ssistant:b: Non-hate,b,0
memes\zh\Jewish-Dude\106,1, b.Meme: Assistant:a,a,0
memes\zh\Jewish-Dude\106,2,on.Meme: Assistant:a,a,1
memes\zh\Jewish-Dude\106,3,on.Meme: Assistant:b,b,1
memes\zh\Jewish-Dude\106,4,ly.Meme: Assistant:a,a,1
memes\zh\Jewish-Dude\106,5,ly.Meme: Assistant:a,a,0
memes\zh\Jewish-Dude\148,0, b.Meme: Assistant:b,b,0
memes\zh\Jewish-Dude\148,1,e: Assistant:b: Hate,b,1
memes\zh\Jewish-Dude\148,2,on.Meme: Assistant:a,a,1
memes\zh\Jewish-Dude\148,3,on.Meme: Assistant:b,b,1
memes\zh\Jewish-Dude\148,4,ly.Meme: Assistant:b,b,0
memes\zh\Jewish-Dude\148,5,ly.Meme: Assistant:a,a,0
memes\zh\Jewish-Dude\165,0,e: Assistant:a: Hate,a,1
memes\zh\Jewish-Dude\165,1,ssistant:a: Non-hate,a,0
memes\zh\Jewish-Dude\165,2,on.Meme: Assistant:a,a,1
memes\zh\Jewish-Dude\165,3,on.Meme: Assistant:b,b,1
memes\zh\Jewish-Dude\165,4,ly.Meme: Assistant:a,a,1
memes\zh\Jewish-Dude\165,5,ly.Meme: Assistant:b,b,1
memes\zh\Jewish-Dude\177,0, b.Meme: Assistant:b,b,0
memes\zh\Jewish-Dude\177,1, b.Meme: Assistant:a,a,0
memes\zh\Jewish-Dude\177,2,on.Meme: Assistant:a,a,1
memes\zh\Jewish-Dude\177,3,on.Meme: Assistant:a,a,0
memes\zh\Jewish-Dude\177,4,ly.Meme: Assistant:b,b,0
memes\zh\Jewish-Dude\177,5,ly.Meme: Assistant:a,a,0
memes\zh\Jewish-Dude\233,0,ssistant:b: Non-hate,b,0
memes\zh\Jewish-Dude\233,1,ssistant:a: Non-hate,a,0
memes\zh\Jewish-Dude\233,2,on.Meme: Assistant:a,a,1
memes\zh\Jewish-Dude\233,3,on.Meme: Assistant:a,a,0
memes\zh\Jewish-Dude\233,4,ly.Meme: Assistant:b,b,0
memes\zh\Jewish-Dude\233,5,ly.Meme: Assistant:a,a,0
memes\zh\Jewish-Dude\234,0,ssistant:b: Non-hate,b,0
memes\zh\Jewish-Dude\234,1,ssistant:a: Non-hate,a,0
memes\zh\Jewish-Dude\234,2,on.Meme: Assistant:a,a,1
memes\zh\Jewish-Dude\234,3,on.Meme: Assistant:a,a,0
memes\zh\Jewish-Dude\234,4,ly.Meme: Assistant:b,b,0
memes\zh\Jewish-Dude\234,5,ly.Meme: Assistant:a,a,0
memes\zh\Jewish-Dude\51,0,ssistant:b: Non-hate,b,0
memes\zh\Jewish-Dude\51,1,ssistant:a: Non-hate,a,0
memes\zh\Jewish-Dude\51,2,on.Meme: Assistant:b,b,0
memes\zh\Jewish-Dude\51,3,on.Meme: Assistant:a,a,0
memes\zh\Jewish-Dude\51,4,ly.Meme: Assistant:b,b,0
memes\zh\Jewish-Dude\51,5,ly.Meme: Assistant:a,a,0
memes\zh\Like-A-Jew\112,0,e: Assistant:a: Hate,a,1
memes\zh\Like-A-Jew\112,1,e: Assistant:b: Hate,b,1
memes\zh\Like-A-Jew\112,2,on.Meme: Assistant:a,a,1
memes\zh\Like-A-Jew\112,3,on.Meme: Assistant:b,b,1
memes\zh\Like-A-Jew\112,4,ly.Meme: Assistant:a,a,1
memes\zh\Like-A-Jew\112,5,ly.Meme: Assistant:b,b,1
memes\zh\Like-A-Jew\146,0,ssistant:b: Non-hate,b,0
memes\zh\Like-A-Jew\146,1, b.Meme: Assistant:b,b,1
memes\zh\Like-A-Jew\146,2,on.Meme: Assistant:a,a,1
memes\zh\Like-A-Jew\146,3,on.Meme: Assistant:b,b,1
memes\zh\Like-A-Jew\146,4,ly.Meme: Assistant:a,a,1
memes\zh\Like-A-Jew\146,5,ly.Meme: Assistant:b,b,1
memes\zh\Like-A-Jew\173,0, b.Meme: Assistant:a,a,1
memes\zh\Like-A-Jew\173,1,e: Assistant:b: Hate,b,1
memes\zh\Like-A-Jew\173,2,on.Meme: Assistant:a,a,1
memes\zh\Like-A-Jew\173,3,on.Meme: Assistant:b,b,1
memes\zh\Like-A-Jew\173,4,ly.Meme: Assistant:a,a,1
memes\zh\Like-A-Jew\173,5,ly.Meme: Assistant:b,b,1
memes\zh\Like-A-Jew\43,0, b.Meme: Assistant:a,a,1
memes\zh\Like-A-Jew\43,1, b.Meme: Assistant:b,b,1
memes\zh\Like-A-Jew\43,2,on.Meme: Assistant:a,a,1
memes\zh\Like-A-Jew\43,3,on.Meme: Assistant:b,b,1
memes\zh\Like-A-Jew\43,4,ly.Meme: Assistant:a,a,1
memes\zh\Like-A-Jew\43,5,ly.Meme: Assistant:b,b,1
memes\zh\Like-A-Jew\77,0, b.Meme: Assistant:a,a,1
memes\zh\Like-A-Jew\77,1, b.Meme: Assistant:b,b,1
memes\zh\Like-A-Jew\77,2,on.Meme: Assistant:a,a,1
memes\zh\Like-A-Jew\77,3,on.Meme: Assistant:b,b,1
memes\zh\Like-A-Jew\77,4,ly.Meme: Assistant:a,a,1
memes\zh\Like-A-Jew\77,5,ly.Meme: Assistant:b,b,1
memes\zh\Mexicanotriste\100,0,ssistant:b: Non-hate,b,0
memes\zh\Mexicanotriste\100,1,ssistant:a: Non-hate,a,0
memes\zh\Mexicanotriste\100,2,on.Meme: Assistant:b,b,0
memes\zh\Mexicanotriste\100,3,on.Meme: Assistant:a,a,0
memes\zh\Mexicanotriste\100,4,ly.Meme: Assistant:b,b,0
memes\zh\Mexicanotriste\100,5,ly.Meme: Assistant:a,a,0
memes\zh\Mexicanotriste\102,0,ssistant:b: Non-hate,b,0
memes\zh\Mexicanotriste\102,1,ssistant:a: Non-hate,a,0
memes\zh\Mexicanotriste\102,2,on.Meme: Assistant:b,b,0
memes\zh\Mexicanotriste\102,3,on.Meme: Assistant:a,a,0
memes\zh\Mexicanotriste\102,4,ly.Meme: Assistant:b,b,0
memes\zh\Mexicanotriste\102,5,ly.Meme: Assistant:a,a,0
memes\zh\Mexicanotriste\143,0,ssistant:b: Non-hate,b,0
memes\zh\Mexicanotriste\143,1,ssistant:a: Non-hate,a,0
memes\zh\Mexicanotriste\143,2,on.Meme: Assistant:b,b,0
memes\zh\Mexicanotriste\143,3,on.Meme: Assistant:a,a,0
memes\zh\Mexicanotriste\143,4,ly.Meme: Assistant:b,b,0
memes\zh\Mexicanotriste\143,5,ly.Meme: Assistant:a,a,0
memes\zh\Mexicanotriste\168,0, b.Meme: Assistant:b,b,0
memes\zh\Mexicanotriste\168,1,ssistant:a: Non-hate,a,0
memes\zh\Mexicanotriste\168,2,on.Meme: Assistant:b,b,0
memes\zh\Mexicanotriste\168,3,on.Meme: Assistant:a,a,0
memes\zh\Mexicanotriste\168,4,ly.Meme: Assistant:b,b,0
memes\zh\Mexicanotriste\168,5,ly.Meme: Assistant:a,a,0
memes\zh\Mexicanotriste\191,0,ssistant:b: Non-hate,b,0
